Phenotype,Collapsing model,Phenotypic category,P value,No. samples,No. with QV,No. without QV,QV carrier median,QV non-carrier median,Effect size,Effect size standard error,Effect size LCI,Effect size UCI
1072#144#APCS#P02743#OID30778#v1#InflammationII,UR,OLINK Proteomics,0.0674233767439987,45333,107,45226,-0.00467179680785345,-0.0111293387267399,-0.163823832929782,0.0895757880160996,-0.339393840908491,0.0117461750489272
1072#937#ENTPD5#O75356#OID20104#v1#Cardiometabolic,UR,OLINK Proteomics,0.0811849360886327,44454,105,44349,-0.208136431241623,0.0140228667618697,-0.167215420551319,0.0958863702081599,-0.355154372033216,0.0207235309305776
22674#Mean carotid IMT (intima-medial thickness) at 150 degrees,UR,Chapter IX Diseases of the circulatory system,0.0779393337218471,41957,97,41860,-0.0110603170091986,0.00167187507755498,0.164726064225491,0.0934450081982502,-0.0184280704624968,0.347880198913479
5079#logMAR in round (right),UR,Chapter VII Diseases of the eye and adnexa,0.0687481700572019,93406,216,93190,0.0609218235643136,-0.0133664281887216,0.120577774898379,0.0662481699601898,-0.00926793489123819,0.250423484687996
25181#Mean MO in posterior thalamic radiation on FA skeleton (left),UR,Chapter VI Diseases of the nervous system,0.085370141463337,34972,89,34883,-0.154868515255696,-0.000835130445237822,-0.179742176997152,0.104477482675611,-0.384521368356171,0.0250370143618671
30050#Mean corpuscular haemoglobin,UR,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0539419535379966,407310,969,406341,0.0679637284072881,0.0379876357440279,0.0598448454460718,0.0310510026797632,-0.00101418234091962,0.120703873233063
23106#Impedance of whole body,UR,Chapter XXI Factors influencing health status and contact with health services,0.00172778281742678,411985,972,411013,-0.105789646277291,-0.0142949772999834,-0.0759768888857651,0.0242470643913665,-0.123500401443648,-0.0284533763278822
1072#1155#GH2#P01242#OID21168#v1#Oncology,UR,OLINK Proteomics,0.044818046107782,44180,105,44075,0.112823712645313,-0.000150514452304972,0.19522667001709,0.0973012282632409,0.00451453993392834,0.385938800100252
25075#Mean FA in posterior limb of internal capsule on FA skeleton (left),UR,Chapter VI Diseases of the nervous system,0.0956957196199194,34972,89,34883,-0.0902235436225981,0.000835130445237822,-0.176321333938441,0.10582663371092,-0.383744904267515,0.0311022363906326
1072#41#ADAMTS15#Q8TE58#OID21275#v1#Oncology,UR,OLINK Proteomics,0.0251908984323059,45042,106,44936,-0.156588884612329,0.0128397149083478,-0.215596599032838,0.0963113681340787,-0.404368486677528,-0.0268247113881483
1072#883#EDA2R#Q9HAV5#OID21451#v1#Oncology,UR,OLINK Proteomics,0.0839775484939626,45621,107,45514,0.0199799960803392,0.0185457379847047,-0.129337458274264,0.0748438511954177,-0.276032604650863,0.0173576881023349
1072#574#CKAP4#Q07065#OID20617#v1#Inflammation,UR,OLINK Proteomics,0.0700302947395637,45532,105,45427,-0.191624046008164,0.015370708466045,-0.17118469012319,0.0944854428166355,-0.356377680094642,0.0140082998482612
1072#944#EPHA1#P21709#OID20677#v1#Inflammation,UR,OLINK Proteomics,0.0899305815028062,45384,105,45279,-0.140291225648734,0.0154750759334629,-0.152773550537438,0.0900893562045336,-0.329350155253568,0.0238030541786911
1072#116#ANG#P03950#OID20403#v1#Cardiometabolic,UR,OLINK Proteomics,0.0751729326080535,45133,103,45030,-0.055088920899877,-0.00891897960412407,-0.167018162551758,0.0938594901061212,-0.350984318397682,0.0169479932941662
23015#K8.1 antigen for Kaposi's Sarcoma-Associated Herpesvirus,UR,Chapter I Certain infectious and parasitic diseases,0.0216912977321147,8098,17,8081,-0.541621424307224,-0.0292468363042529,-0.549786591421814,0.239435823502009,-1.01914236867954,-0.0804308141640904
23122#Arm predicted mass (right),UR,Chapter XXI Factors influencing health status and contact with health services,0.0322115621306021,411898,971,410927,0.0614915523362827,0.0145423946487652,0.0420118907400586,0.0196153848882537,0.00356632984259099,0.0804574516375263
23025#HIV-1 env antigen for Human Immunodeficiency Virus,UR,Chapter I Certain infectious and parasitic diseases,0.0300479029771206,8098,17,8081,-0.733677008015214,-0.0340344004981288,-0.523750577172165,0.241377421038891,-0.996912384821316,-0.0505887695230139
1072#379#CCER2#I3L3R5#OID30221#v1#CardiometabolicII,UR,OLINK Proteomics,0.00576220251281983,44457,103,44354,-0.236386832336638,0.0143639213085224,-0.266406386269605,0.0964838871509284,-0.455516480992476,-0.0772962915467348
1072#2123#PPP3R1#P63098#OID20902#v1#Neurology,UR,OLINK Proteomics,0.0842269011943378,44914,105,44809,-0.181940679323232,0.00323463777405984,-0.166328111628395,0.0963266865072484,-0.355130038011381,0.0224738147545915
1072#448#CD4#P01730#OID20584#v1#Inflammation,UR,OLINK Proteomics,0.0665158998240239,45113,103,45010,-0.133471271960515,0.00235968076345083,-0.174857970459889,0.0952917183976372,-0.361631319711499,0.0119153787917209
1072#1413#IL3RA#P26951#OID20461#v1#Inflammation,UR,OLINK Proteomics,0.0441179331233642,44437,102,44335,0.225116990420798,-0.00651521482422619,0.191882381648141,0.0953203770003229,0.00505278473906898,0.378711978557213
1072#1891#NPPC#P23582#OID20568#v1#Inflammation,UR,OLINK Proteomics,0.0529605350095871,45190,104,45086,-0.0238301665410606,0.00326376707436757,-0.164002291026346,0.0847428564068068,-0.330099688136999,0.00209510608430705
1072#550#CGN#Q9P2M7#OID30894#v1#NeurologyII,UR,OLINK Proteomics,0.0456397712338509,44410,104,44306,0.200672810625021,0.00978402629923914,0.196610415769323,0.0983659025956102,0.00381153252454605,0.389409299014101
1072#1210#GPR101#Q96P66#OID30819#v1#NeurologyII,UR,OLINK Proteomics,0.0421850395292103,44185,104,44081,0.230688462296286,0.00263532463945643,0.19906972187495,0.097979482450035,0.00702820217328695,0.391111241576612
1072#2211#PXDNL#A1KZ92#OID31405#v1#OncologyII,UR,OLINK Proteomics,0.0395416356411489,45424,106,45318,0.125419714892002,0.00615148772750852,0.198692117276515,0.0965197272115631,0.00951188515397605,0.387872349399054
1072#1610#LRIG1#Q96JA1#OID21429#v1#Oncology,UR,OLINK Proteomics,0.0165347419213872,45488,107,45381,-0.271551852812006,-0.000926264567169486,-0.22664271126543,0.0945533597684425,-0.41196882432591,-0.0413165982049505
1072#672#CREBZF#Q9NS37#OID31206#v1#OncologyII,UR,OLINK Proteomics,0.0974413655131695,44039,104,43935,0.187640959244859,0.00191264275927074,0.163063273693658,0.0983836943979762,-0.0297705261076835,0.355897073495
1072#2530#SOX9#P48436#OID30905#v1#NeurologyII,UR,OLINK Proteomics,0.015199185708451,44410,104,44306,0.25225882452328,0.00773732149226931,0.236754803569681,0.097522582409961,0.0456088425847581,0.427900764554604
1072#2900#XPNPEP2#O43895#OID21508#v1#Oncology,UR,OLINK Proteomics,0.0898621753362277,45388,106,45282,-0.238619057793255,-0.0169701096733225,-0.1608115959288,0.0948091344381269,-0.346639042378414,0.0250158505208137
22679#Minimum carotid IMT (intima-medial thickness) at 240 degrees,UR,Chapter IX Diseases of the circulatory system,0.0994255657810236,41568,97,41471,0.220117227374443,0.00802183648743397,0.158910238525451,0.0964447437523626,-0.0301234904824596,0.347943967533361
1072#76#AHNAK#Q09666#OID30260#v1#CardiometabolicII,UR,OLINK Proteomics,0.0414241341088767,44457,103,44354,-0.268180487897635,0.0136905693945295,-0.193182972109064,0.0947291722759008,-0.378853795197812,-0.00751214902031658
1072#2362#SCLY#Q96I15#OID21425#v1#Oncology,UR,OLINK Proteomics,0.0438233996466793,45488,107,45381,-0.0547500683538272,0.0020475333390023,-0.184063673696529,0.0913090270966401,-0.363030842294191,-0.00509650509886589
23020#p22 antigen for Toxoplasma gondii,UR,Chapter I Certain infectious and parasitic diseases,0.0808699326707419,8098,17,8081,-0.711586684170036,-0.018875933404924,-0.422551196926922,0.242027777997962,-0.896987871434153,0.0518854775803091
27822#Overall average retinal pigment epithelium thickness (left),UR,Chapter VII Diseases of the eye and adnexa,0.0599978110994431,52937,131,52806,-0.217320647840162,-0.0284038520981776,-0.161817872981874,0.0860344381348171,-0.330446129004403,0.00681038304065465
25814#Volume of grey matter in Postcentral Gyrus (left),UR,Chapter VI Diseases of the nervous system,0.0355089961437146,36929,91,36838,-0.28327266732736,0.00822843501177744,-0.20706064421488,0.0984791812288831,-0.400082619714972,-0.0140386687147885
1072#1229#GSTM4#Q03013#OID30164#v1#CardiometabolicII,UR,OLINK Proteomics,0.0775756094263379,44108,104,44004,0.152796289080886,-0.0138844956139722,0.173641034954172,0.0983818220736794,-0.0191890867601145,0.366471156668459
25515#Weighted-mean MD in tract acoustic radiation (left),UR,Chapter VI Diseases of the nervous system,0.0522859230753624,34970,89,34881,-0.230141096564214,0.000154661402625001,-0.206111265055133,0.106197032456373,-0.414260829126483,0.00203829901621641
1072#946#EPHA2#P29317#OID21342#v1#Oncology,UR,OLINK Proteomics,0.098783593273417,43600,102,43498,-0.12395666385055,0.0166986813428441,-0.153855717613865,0.0931998630988532,-0.336529165995341,0.0288177307676114
1072#105#AMDHD2#Q9Y303#OID30366#v1#CardiometabolicII,UR,OLINK Proteomics,0.0845192297148697,45606,107,45499,0.0684377913905105,-0.00311170207912116,0.16676530354528,0.0966708670985693,-0.0227111450437016,0.356241752134261
1072#1462#ITGB6#P18564#OID20493#v1#Inflammation,UR,OLINK Proteomics,0.000628015663171055,44437,102,44335,0.349105834667828,0.000848719400251305,0.318284081736123,0.0930801773684029,0.135845315071313,0.500722848400934
1072#1103#GABARAP#O95166#OID31414#v1#OncologyII,UR,OLINK Proteomics,0.0354028037575603,45424,106,45318,0.251101554007915,0.0083240805955637,0.202945907380927,0.0964670972054484,0.0138688309247065,0.392022983837148
1072#1181#GM2A#P17900#OID30413#v1#CardiometabolicII,UR,OLINK Proteomics,0.052229924280697,44578,105,44473,-0.168135387626672,0.0413884347118804,-0.179119615929049,0.0922685476022325,-0.359967558540496,0.00172832668239767
1072#1176#GLP1R#P43220#OID30809#v1#NeurologyII,UR,OLINK Proteomics,0.0148295806838515,44185,104,44081,0.224506815075004,0.00271061981100311,0.239348388852173,0.0982300761516999,0.0468157010600898,0.431881076644257
1072#307#C1QTNF9#P0C862#OID30620#v1#InflammationII,UR,OLINK Proteomics,0.0370883215786594,44581,106,44475,0.224420824957735,0.00626534188408426,0.200685239346584,0.096258698500124,0.0120165325905778,0.38935394610259
1072#1981#PCARE#A6NGG8#OID30838#v1#NeurologyII,UR,OLINK Proteomics,0.0727887277215811,44185,104,44081,-0.123948619391212,0.00798134440678001,-0.176055800672362,0.0981251774854767,-0.368382885222088,0.0162712838773646
1072#414#CD14#P08571#OID20378#v1#Cardiometabolic,UR,OLINK Proteomics,0.0476036887184339,44359,102,44257,-0.219772220954891,0.0253364784988688,-0.188681475479762,0.0952482487378715,-0.375369708689048,-0.00199324227047656
25199#Mean MO in tapetum on FA skeleton (left),UR,Chapter VI Diseases of the nervous system,0.0384588016767629,34972,89,34883,-0.194568834169044,0.0107950426781896,-0.207853082785864,0.100411668130444,-0.404663148229395,-0.0110430173423336
23110#Impedance of arm (left),UR,Chapter XXI Factors influencing health status and contact with health services,0.0000440759140551196,411997,972,411025,-0.104103528110819,-0.013477150473985,-0.0917402955088795,0.0224575775053399,-0.135756467911314,-0.0477241231064449
1072#2054#PINLYP#A6NC86#OID30651#v1#InflammationII,UR,OLINK Proteomics,0.0637317476948909,44654,106,44548,-0.195681466359974,-0.0117663316278123,-0.178485848314981,0.0962656010569129,-0.367168075819287,0.0101963791893246
22680#Mean carotid IMT (intima-medial thickness) at 240 degrees,UR,Chapter IX Diseases of the circulatory system,0.0658223768844003,41569,97,41472,0.233190588517379,0.00693132737364171,0.173592401778621,0.0943601135799771,-0.0113554080567793,0.358540211614021
1072#2030#PFDN6#O15212#OID30938#v1#NeurologyII,UR,OLINK Proteomics,0.0245688380471622,44410,104,44306,0.330916982060613,0.00641446909428647,0.220629354605932,0.0981363505966097,0.0282803972794456,0.412978311932417
1072#1868#NLGN1#Q8N2Q7#OID30900#v1#NeurologyII,UR,OLINK Proteomics,0.0119702024982773,44410,104,44306,0.237952615000649,0.00267060039799048,0.246656833563815,0.0981474561997934,0.0542861090615592,0.439027558066071
1072#1586#LIFR#P42702#OID20606#v1#Inflammation,UR,OLINK Proteomics,0.0724145119660904,45190,104,45086,-0.0194381616981012,0.00272389436145285,0.174169745807972,0.0969470376153255,-0.0158480478830215,0.364187539498966
1072#444#CD38#P28907#OID21316#v1#Oncology,UR,OLINK Proteomics,0.0143821419116513,45042,106,44936,0.0922841084154082,0.000910942403728812,-0.193396696092952,0.079012587789547,-0.348262685785471,-0.038530706400434
1072#1978#PBK#Q96KB5#OID31158#v1#OncologyII,UR,OLINK Proteomics,0.0436274138812307,44039,104,43935,0.11936353737758,0.00488228872607873,0.198187282110764,0.0982238152012667,0.00566684839309417,0.390707715828434
1072#2141#PRKAG3#Q9UGI9#OID30941#v1#NeurologyII,UR,OLINK Proteomics,0.00962526616888445,44410,104,44306,0.385802100398649,0.000661409652546023,0.25474872308184,0.0983919719676002,0.0618987434136686,0.447598702750011
1072#1144#GFRA1#P56159#OID21457#v1#Oncology,UR,OLINK Proteomics,0.0129298146576032,45553,107,45446,-0.210033504027852,0.0344971156284379,-0.224834897198831,0.090447899225123,-0.402114234516405,-0.0475555598812564
1072#1704#MEP1B#Q16820#OID20168#v1#Cardiometabolic,UR,OLINK Proteomics,0.0462952759167282,45276,105,45171,-0.191569253500096,0.00727805304749251,-0.192380526916157,0.0965404214078502,-0.381601336494963,-0.00315971733735146
1072#2881#VWF#P04275#OID20256#v1#Cardiometabolic,UR,OLINK Proteomics,0.0837735927152853,45810,106,45704,0.0494722214523791,-0.00605291507080807,0.165933143155029,0.0959574843703094,-0.022145041607984,0.354011327918041
1072#1736#MMP3#P08254#OID21083#v1#Neurology,UR,OLINK Proteomics,0.027200812728283,45260,106,45154,0.339078385538856,-0.00445905526288208,0.16625139504614,0.0752713018229922,0.0187184073502968,0.313784382741983
23102#Whole body water mass,UR,Chapter XXI Factors influencing health status and contact with health services,0.0718867575203966,412030,972,411058,0.0416076180290617,0.0148357524477694,0.0357394419099279,0.0198570189802353,-0.00317971446029827,0.074658598280154
25744#Inverted temporal signal-to-noise ratio in artefact-cleaned pre-processed rfMRI,UR,Chapter VI Diseases of the nervous system,0.04218983714698,35379,88,35291,0.206102808939944,-0.0125756966898614,0.199842126925063,0.0983612334173874,0.00705105555989199,0.392633198290234
1072#2833#UROS#P10746#OID30964#v1#NeurologyII,UR,OLINK Proteomics,0.0825002315295096,44410,104,44306,0.112239452108459,-0.000773724506434506,0.169570516922015,0.0976564191661194,-0.0218377664372628,0.360978800281293
23310#Ribs BMC (bone mineral content),UR,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0684678904501871,35205,80,35125,0.204631211179256,0.00113680704718561,0.152171384203355,0.0835202079663525,-0.0115308441890007,0.31587361259571
23475#NMR Acetate,UR,NMR Metabolomics,0.0145561085713888,100160,251,99909,0.159549864653723,-0.000513026433452013,0.154320802915017,0.0631612763387884,0.030525453628657,0.278116152201376
1072#568#CHRM1#P11229#OID30930#v1#NeurologyII,UR,OLINK Proteomics,0.0919148131378755,44410,104,44306,0.284842859546718,0.00366895955833158,0.165766122706237,0.098353071305484,-0.0270076109862904,0.358539856398765
1072#1747#MORF4L1#Q9UBU8#OID31257#v1#OncologyII,UR,OLINK Proteomics,0.0667738193828389,44858,106,44752,0.207015331174452,-0.00145828480012058,0.178778050511539,0.0975203744486261,-0.0123635307579988,0.369919631781076
1072#2152#PROK1#P58294#OID20543#v1#Inflammation,UR,OLINK Proteomics,0.0853503036614102,45190,104,45086,0.15042774034232,-0.0206883235079135,-0.123029308336325,0.0715083064270257,-0.263186769070277,0.0171281523976272
1072#2757#TPBGL#P0DKB5#OID30928#v1#NeurologyII,UR,OLINK Proteomics,0.0934478748255294,44410,104,44306,0.194486276066413,0.00818659508218076,0.1649573212844,0.0983340393770237,-0.0277791094966884,0.357693752065489
1072#190#ASAH2#Q9NR71#OID20996#v1#Neurology,UR,OLINK Proteomics,0.0209089523565536,44914,105,44809,-0.257463401318583,-0.0327225378105541,-0.21697659368201,0.0939412189451774,-0.401102963504569,-0.0328502238594504
1072#2611#SYTL4#Q96C24#OID30339#v1#CardiometabolicII,UR,OLINK Proteomics,0.0904409162216218,45616,106,45510,-0.24343813278272,-0.00574859767713502,-0.162971807104358,0.0962557551310186,-0.3516346284865,0.0256910142777845
1072#1530#KRT14#P02533#OID20800#v1#Neurology,UR,OLINK Proteomics,0.00782670306942749,42827,100,42727,-0.321106634273968,0.00183788668095333,-0.265913214343501,0.0999831212373102,-0.461882071903135,-0.0699443567838669
1072#2836#USP28#Q96RU2#OID31084#v1#NeurologyII,UR,OLINK Proteomics,0.0956605701804945,45493,107,45386,0.244144824235719,0.00182804784810711,0.159998788538643,0.0960203994113668,-0.0282027453774137,0.348200322454699
1072#2527#SOST#Q9BQB4#OID20204#v1#Cardiometabolic,UR,OLINK Proteomics,0.0456081201023174,45201,104,45097,-0.0925481744132814,0.0128848861054619,-0.181070694425317,0.0905780356427586,-0.358605137981103,-0.00353625086953091
1072#26#ACTN4#O43707#OID20435#v1#Inflammation,UR,OLINK Proteomics,0.079545394424195,44437,102,44335,0.215969652916588,0.00601595837324516,0.173502371963366,0.0989536495647219,-0.0204485023685302,0.367453246295262
